travelCode,userCode,name,place,days,price,total,date
4794,47,Hotel A,Florianopolis (SC),2,313.02,626.04,07/08/2021
4796,47,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/22/2021
4798,47,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/05/2021
4800,47,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/19/2021
4803,47,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/09/2021
4806,47,Hotel A,Florianopolis (SC),3,313.02,939.06,09/30/2021
4807,47,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/07/2021
4810,47,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/28/2021
4819,47,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/30/2021
4827,47,Hotel BD,Natal (RN),3,242.88,728.64,02/24/2022
4832,47,Hotel BP,Brasilia (DF),3,247.62,742.86,03/31/2022
4834,47,Hotel AU,Recife (PE),1,312.83,312.83,04/14/2022
4836,47,Hotel BD,Natal (RN),4,242.88,971.52,04/28/2022
4838,48,Hotel Z,Aracaju (SE),4,208.04,832.16,10/03/2019
4846,48,Hotel K,Salvador (BH),4,263.41,1053.64,11/28/2019
4848,48,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/12/2019
4851,48,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020
4852,48,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020
4855,48,Hotel K,Salvador (BH),2,263.41,526.82,01/30/2020
4858,48,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/20/2020
4861,48,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/12/2020
4863,48,Hotel BP,Brasilia (DF),4,247.62,990.48,03/26/2020
4868,48,Hotel BD,Natal (RN),1,242.88,242.88,04/30/2020
4869,48,Hotel A,Florianopolis (SC),3,313.02,939.06,05/07/2020
4870,48,Hotel Z,Aracaju (SE),1,208.04,208.04,05/14/2020
4873,48,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/04/2020
4874,48,Hotel AU,Recife (PE),3,312.83,938.49,06/11/2020
4881,49,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/10/2019
4882,49,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/17/2019
4886,49,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/14/2019
4893,49,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/02/2020
4900,49,Hotel AU,Recife (PE),3,312.83,938.49,02/20/2020
4903,49,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/12/2020
4905,49,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/26/2020
4909,49,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/23/2020
4913,49,Hotel BD,Natal (RN),2,242.88,485.76,05/21/2020
4922,49,Hotel Z,Aracaju (SE),2,208.04,416.08,07/23/2020
4923,49,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/30/2020
4926,49,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/20/2020
4934,49,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/15/2020
4936,49,Hotel AU,Recife (PE),4,312.83,1251.32,10/29/2020
4937,49,Hotel BD,Natal (RN),1,242.88,242.88,11/05/2020
4944,49,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/24/2020
4945,49,Hotel BD,Natal (RN),1,242.88,242.88,12/31/2020
4947,49,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/14/2021
4948,49,Hotel K,Salvador (BH),2,263.41,526.82,01/21/2021
4950,49,Hotel A,Florianopolis (SC),3,313.02,939.06,02/04/2021
4956,49,Hotel K,Salvador (BH),4,263.41,1053.64,03/18/2021
4958,49,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/01/2021
4960,49,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/15/2021
4964,49,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/13/2021
4965,49,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/20/2021
4967,49,Hotel K,Salvador (BH),2,263.41,526.82,06/03/2021
4968,49,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/10/2021
4976,49,Hotel AU,Recife (PE),4,312.83,1251.32,08/05/2021
4980,49,Hotel BD,Natal (RN),1,242.88,242.88,09/02/2021
4981,49,Hotel BD,Natal (RN),2,242.88,485.76,09/09/2021
4985,49,Hotel K,Salvador (BH),3,263.41,790.23,10/07/2021
4988,49,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/28/2021
4990,49,Hotel BD,Natal (RN),2,242.88,485.76,11/11/2021
4995,49,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/16/2021
4996,49,Hotel Z,Aracaju (SE),1,208.04,208.04,12/23/2021
4998,49,Hotel A,Florianopolis (SC),1,313.02,313.02,01/06/2022
4999,49,Hotel AU,Recife (PE),1,312.83,312.83,01/13/2022
5001,49,Hotel A,Florianopolis (SC),2,313.02,626.04,01/27/2022
5003,49,Hotel A,Florianopolis (SC),3,313.02,939.06,02/10/2022
5004,49,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/17/2022
5010,49,Hotel K,Salvador (BH),2,263.41,526.82,03/31/2022
5012,49,Hotel A,Florianopolis (SC),2,313.02,626.04,04/14/2022
5015,49,Hotel BP,Brasilia (DF),4,247.62,990.48,05/05/2022
5024,49,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/07/2022
5025,49,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/14/2022
5026,49,Hotel Z,Aracaju (SE),1,208.04,208.04,07/21/2022
5027,49,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/28/2022
5029,49,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/11/2022
5030,49,Hotel BP,Brasilia (DF),1,247.62,247.62,08/18/2022
5033,50,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/03/2019
5036,50,Hotel BD,Natal (RN),3,242.88,728.64,10/24/2019
5040,50,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/21/2019
5042,50,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/05/2019
5043,50,Hotel K,Salvador (BH),3,263.41,790.23,12/12/2019
5046,50,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/02/2020
5048,50,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/16/2020
5054,50,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/27/2020
5056,50,Hotel A,Florianopolis (SC),2,313.02,626.04,03/12/2020
5068,50,Hotel Z,Aracaju (SE),1,208.04,208.04,06/04/2020
5069,50,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/11/2020
5072,50,Hotel AU,Recife (PE),2,312.83,625.66,07/02/2020
5076,50,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/30/2020
5084,50,Hotel AU,Recife (PE),2,312.83,625.66,09/24/2020
5085,50,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/01/2020
5087,50,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/15/2020
5093,50,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/26/2020
5096,50,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/17/2020
5097,50,Hotel Z,Aracaju (SE),1,208.04,208.04,12/24/2020
5102,50,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/28/2021
5103,50,Hotel AU,Recife (PE),3,312.83,938.49,02/04/2021
5109,50,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/18/2021
5110,50,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/25/2021
5113,50,Hotel Z,Aracaju (SE),3,208.04,624.12,04/15/2021
5114,50,Hotel BD,Natal (RN),1,242.88,242.88,04/22/2021
5115,50,Hotel BD,Natal (RN),4,242.88,971.52,04/29/2021
5128,50,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/29/2021
5129,50,Hotel BD,Natal (RN),3,242.88,728.64,08/05/2021
5132,50,Hotel BP,Brasilia (DF),2,247.62,495.24,08/26/2021
5136,50,Hotel AU,Recife (PE),3,312.83,938.49,09/23/2021
5141,50,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/28/2021
5144,51,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/26/2019
5145,51,Hotel BD,Natal (RN),3,242.88,728.64,10/03/2019
5148,52,Hotel AU,Recife (PE),1,312.83,312.83,10/10/2019
5149,52,Hotel BD,Natal (RN),2,242.88,485.76,10/17/2019
5150,52,Hotel K,Salvador (BH),3,263.41,790.23,10/24/2019
5153,52,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019
5155,52,Hotel BD,Natal (RN),3,242.88,728.64,11/28/2019
5158,52,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/19/2019
5161,52,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/09/2020
5164,52,Hotel Z,Aracaju (SE),2,208.04,416.08,01/30/2020
5167,52,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/20/2020
5169,52,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/05/2020
5172,52,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020
5173,52,Hotel BD,Natal (RN),4,242.88,971.52,04/02/2020
5174,52,Hotel K,Salvador (BH),4,263.41,1053.64,04/09/2020
5180,52,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/21/2020
5183,52,Hotel K,Salvador (BH),4,263.41,1053.64,06/11/2020
5196,52,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/10/2020
5202,52,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/22/2020
5205,52,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/12/2020
5206,52,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/19/2020
5207,52,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/26/2020
5210,52,Hotel BP,Brasilia (DF),2,247.62,495.24,12/17/2020
5211,52,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/24/2020
5212,52,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/31/2020
5214,52,Hotel K,Salvador (BH),1,263.41,263.41,01/14/2021
5229,52,Hotel K,Salvador (BH),1,263.41,263.41,04/29/2021
5231,52,Hotel A,Florianopolis (SC),3,313.02,939.06,05/13/2021
5232,52,Hotel AU,Recife (PE),2,312.83,625.66,05/20/2021
5239,52,Hotel A,Florianopolis (SC),2,313.02,626.04,07/08/2021
5240,52,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/15/2021
5241,52,Hotel Z,Aracaju (SE),4,208.04,832.16,07/22/2021
5245,52,Hotel K,Salvador (BH),2,263.41,526.82,08/19/2021
5246,52,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/26/2021
5247,52,Hotel K,Salvador (BH),4,263.41,1053.64,09/02/2021
5268,52,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/27/2022
5269,52,Hotel K,Salvador (BH),4,263.41,1053.64,02/03/2022
5276,52,Hotel K,Salvador (BH),2,263.41,526.82,03/24/2022
5278,52,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/07/2022
5282,52,Hotel K,Salvador (BH),3,263.41,790.23,05/05/2022
5285,52,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/26/2022
5287,52,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/09/2022
5292,52,Hotel Z,Aracaju (SE),3,208.04,624.12,07/14/2022
5293,52,Hotel BD,Natal (RN),3,242.88,728.64,07/21/2022
5298,52,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/25/2022
5299,52,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/01/2022
5302,52,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/22/2022
5307,52,Hotel AU,Recife (PE),3,312.83,938.49,10/27/2022
5319,52,Hotel K,Salvador (BH),1,263.41,263.41,01/19/2023
5320,52,Hotel AU,Recife (PE),1,312.83,312.83,01/26/2023
5323,52,Hotel BP,Brasilia (DF),3,247.62,742.86,02/16/2023
5324,52,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/23/2023
5327,52,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/16/2023
5331,52,Hotel A,Florianopolis (SC),1,313.02,313.02,04/13/2023
5336,53,Hotel BD,Natal (RN),4,242.88,971.52,10/03/2019
5338,53,Hotel BP,Brasilia (DF),1,247.62,247.62,10/17/2019
5341,53,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/07/2019
5346,53,Hotel BD,Natal (RN),1,242.88,242.88,12/12/2019
5347,53,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/19/2019
5350,53,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020
5351,53,Hotel BD,Natal (RN),1,242.88,242.88,01/16/2020
5352,54,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/26/2019
5359,54,Hotel K,Salvador (BH),4,263.41,1053.64,11/14/2019
5360,54,Hotel K,Salvador (BH),4,263.41,1053.64,11/21/2019
5363,54,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/12/2019
5367,54,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/09/2020
5371,54,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/06/2020
5372,54,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/13/2020
5374,54,Hotel AU,Recife (PE),1,312.83,312.83,02/27/2020
5380,54,Hotel BD,Natal (RN),3,242.88,728.64,04/09/2020
5382,54,Hotel BD,Natal (RN),1,242.88,242.88,04/23/2020
5388,54,Hotel BP,Brasilia (DF),4,247.62,990.48,06/04/2020
5390,54,Hotel AU,Recife (PE),1,312.83,312.83,06/18/2020
5396,54,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/30/2020
5397,54,Hotel AU,Recife (PE),4,312.83,1251.32,08/06/2020
5401,54,Hotel A,Florianopolis (SC),2,313.02,626.04,09/03/2020
5402,54,Hotel K,Salvador (BH),3,263.41,790.23,09/10/2020
5403,54,Hotel BP,Brasilia (DF),3,247.62,742.86,09/17/2020
5404,54,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/24/2020
5405,54,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/01/2020
5406,54,Hotel BD,Natal (RN),1,242.88,242.88,10/08/2020
5411,54,Hotel K,Salvador (BH),1,263.41,263.41,11/12/2020
5413,54,Hotel BP,Brasilia (DF),1,247.62,247.62,11/26/2020
5416,54,Hotel BP,Brasilia (DF),4,247.62,990.48,12/17/2020
5421,54,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/21/2021
5422,54,Hotel BD,Natal (RN),4,242.88,971.52,01/28/2021
5431,54,Hotel BD,Natal (RN),1,242.88,242.88,04/01/2021
5441,54,Hotel BD,Natal (RN),4,242.88,971.52,06/10/2021
5442,54,Hotel Z,Aracaju (SE),4,208.04,832.16,06/17/2021
5445,54,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/08/2021
5453,55,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/10/2019
5454,55,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/17/2019
5455,55,Hotel BP,Brasilia (DF),4,247.62,990.48,10/24/2019
5456,55,Hotel Z,Aracaju (SE),2,208.04,416.08,10/31/2019
5459,55,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/21/2019
5460,55,Hotel A,Florianopolis (SC),1,313.02,313.02,11/28/2019
5461,55,Hotel BP,Brasilia (DF),1,247.62,247.62,12/05/2019
5468,55,Hotel Z,Aracaju (SE),3,208.04,624.12,01/23/2020
5469,55,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/30/2020
5470,55,Hotel A,Florianopolis (SC),1,313.02,313.02,02/06/2020
5472,55,Hotel K,Salvador (BH),3,263.41,790.23,02/20/2020
5473,55,Hotel A,Florianopolis (SC),1,313.02,313.02,02/27/2020
5474,55,Hotel K,Salvador (BH),1,263.41,263.41,03/05/2020
5475,55,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/12/2020
5476,55,Hotel K,Salvador (BH),2,263.41,526.82,03/19/2020
5477,55,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/26/2020
5479,55,Hotel A,Florianopolis (SC),3,313.02,939.06,04/09/2020
5480,55,Hotel BD,Natal (RN),4,242.88,971.52,04/16/2020
5481,55,Hotel K,Salvador (BH),1,263.41,263.41,04/23/2020
5487,55,Hotel BP,Brasilia (DF),1,247.62,247.62,06/04/2020
5490,55,Hotel BP,Brasilia (DF),3,247.62,742.86,06/25/2020
5496,55,Hotel AU,Recife (PE),3,312.83,938.49,08/06/2020
5497,55,Hotel BD,Natal (RN),1,242.88,242.88,08/13/2020
5504,55,Hotel K,Salvador (BH),2,263.41,526.82,10/01/2020
5506,55,Hotel BP,Brasilia (DF),2,247.62,495.24,10/15/2020
5508,55,Hotel A,Florianopolis (SC),2,313.02,626.04,10/29/2020
5511,55,Hotel AU,Recife (PE),4,312.83,1251.32,11/19/2020
5514,55,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/10/2020
5521,55,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/28/2021
5522,55,Hotel Z,Aracaju (SE),4,208.04,832.16,02/04/2021
5525,55,Hotel Z,Aracaju (SE),1,208.04,208.04,02/25/2021
5526,55,Hotel BD,Natal (RN),1,242.88,242.88,03/04/2021
5527,55,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/11/2021
5528,55,Hotel Z,Aracaju (SE),2,208.04,416.08,03/18/2021
5532,55,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/15/2021
5535,55,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/06/2021
5538,55,Hotel K,Salvador (BH),4,263.41,1053.64,05/27/2021
5540,55,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/10/2021
5541,55,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/17/2021
5545,55,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/15/2021
5547,55,Hotel BP,Brasilia (DF),3,247.62,742.86,07/29/2021
5549,55,Hotel BP,Brasilia (DF),2,247.62,495.24,08/12/2021
5552,55,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/02/2021
5553,55,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/09/2021
5554,55,Hotel BP,Brasilia (DF),2,247.62,495.24,09/16/2021
5555,55,Hotel BD,Natal (RN),2,242.88,485.76,09/23/2021
5561,55,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/04/2021
5568,55,Hotel BD,Natal (RN),1,242.88,242.88,12/23/2021
5570,55,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/06/2022
5572,55,Hotel K,Salvador (BH),3,263.41,790.23,01/20/2022
5581,56,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/07/2019
5582,56,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/14/2019
5584,56,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/28/2019
5586,56,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/12/2019
5587,56,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/19/2019
5588,56,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/26/2019
5597,56,Hotel A,Florianopolis (SC),3,313.02,939.06,02/27/2020
5599,56,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/12/2020
5601,56,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020
5602,56,Hotel Z,Aracaju (SE),4,208.04,832.16,04/02/2020
5605,56,Hotel A,Florianopolis (SC),2,313.02,626.04,04/23/2020
5608,56,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020
5610,56,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/28/2020
5612,56,Hotel Z,Aracaju (SE),2,208.04,416.08,06/11/2020
5614,56,Hotel K,Salvador (BH),2,263.41,526.82,06/25/2020
5619,56,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/30/2020
5624,56,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/03/2020
5626,56,Hotel BP,Brasilia (DF),1,247.62,247.62,09/17/2020
5627,56,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/24/2020
5629,56,Hotel AU,Recife (PE),2,312.83,625.66,10/08/2020
5630,56,Hotel BP,Brasilia (DF),3,247.62,742.86,10/15/2020
5633,56,Hotel AU,Recife (PE),4,312.83,1251.32,11/05/2020
5639,56,Hotel A,Florianopolis (SC),1,313.02,313.02,12/17/2020
5642,56,Hotel BP,Brasilia (DF),3,247.62,742.86,01/07/2021
5643,56,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/14/2021
5644,56,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/21/2021
5645,56,Hotel AU,Recife (PE),4,312.83,1251.32,01/28/2021
5651,56,Hotel K,Salvador (BH),4,263.41,1053.64,03/11/2021
5655,56,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/08/2021
5657,56,Hotel A,Florianopolis (SC),2,313.02,626.04,04/22/2021
5666,56,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/24/2021
5670,56,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/22/2021
5675,56,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/26/2021
5678,56,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/16/2021
5681,56,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/07/2021
5687,56,Hotel A,Florianopolis (SC),2,313.02,626.04,11/18/2021
5688,56,Hotel K,Salvador (BH),3,263.41,790.23,11/25/2021
5690,56,Hotel Z,Aracaju (SE),3,208.04,624.12,12/09/2021
5691,56,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/16/2021
5695,56,Hotel K,Salvador (BH),4,263.41,1053.64,01/13/2022
5701,56,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/24/2022
5712,56,Hotel Z,Aracaju (SE),3,208.04,624.12,05/12/2022
5714,56,Hotel A,Florianopolis (SC),1,313.02,313.02,05/26/2022
5716,56,Hotel K,Salvador (BH),4,263.41,1053.64,06/09/2022
5718,56,Hotel A,Florianopolis (SC),1,313.02,313.02,06/23/2022
5720,56,Hotel BD,Natal (RN),3,242.88,728.64,07/07/2022
5722,56,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/21/2022
5727,56,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/25/2022
5748,56,Hotel Z,Aracaju (SE),3,208.04,624.12,01/19/2023
5749,56,Hotel A,Florianopolis (SC),1,313.02,313.02,01/26/2023
5755,56,Hotel A,Florianopolis (SC),1,313.02,313.02,03/09/2023
5764,57,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/10/2019
5765,57,Hotel A,Florianopolis (SC),1,313.02,313.02,10/17/2019
5767,57,Hotel AU,Recife (PE),3,312.83,938.49,10/31/2019
5768,57,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/07/2019
5779,57,Hotel BD,Natal (RN),4,242.88,971.52,01/23/2020
5782,57,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/13/2020
5788,57,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/26/2020
5792,57,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/23/2020
5797,57,Hotel A,Florianopolis (SC),3,313.02,939.06,05/28/2020
5800,57,Hotel A,Florianopolis (SC),1,313.02,313.02,06/18/2020
5804,57,Hotel AU,Recife (PE),3,312.83,938.49,07/16/2020
5812,58,Hotel BP,Brasilia (DF),2,247.62,495.24,10/31/2019
5827,58,Hotel BD,Natal (RN),1,242.88,242.88,02/13/2020
5829,58,Hotel BD,Natal (RN),4,242.88,971.52,02/27/2020
5830,58,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/05/2020
5835,58,Hotel AU,Recife (PE),3,312.83,938.49,04/09/2020
5837,58,Hotel AU,Recife (PE),4,312.83,1251.32,04/23/2020
5838,58,Hotel BP,Brasilia (DF),3,247.62,742.86,04/30/2020
5845,59,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/03/2019
5846,59,Hotel AU,Recife (PE),1,312.83,312.83,10/10/2019
5855,59,Hotel AU,Recife (PE),2,312.83,625.66,12/12/2019
5857,59,Hotel BD,Natal (RN),1,242.88,242.88,12/26/2019
5858,59,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020
5862,59,Hotel BD,Natal (RN),1,242.88,242.88,01/30/2020
5864,59,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/13/2020
5877,59,Hotel K,Salvador (BH),3,263.41,790.23,05/14/2020
5881,60,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/03/2019
5885,60,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/31/2019
5887,60,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/14/2019
5898,60,Hotel AU,Recife (PE),2,312.83,625.66,01/30/2020
5900,60,Hotel K,Salvador (BH),3,263.41,790.23,02/13/2020
5901,60,Hotel K,Salvador (BH),1,263.41,263.41,02/20/2020
5903,60,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/05/2020
5904,60,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/12/2020
5906,60,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/26/2020
5911,60,Hotel BD,Natal (RN),2,242.88,485.76,04/30/2020
5912,60,Hotel K,Salvador (BH),3,263.41,790.23,05/07/2020
5921,60,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/09/2020
5923,60,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/23/2020
5925,60,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/06/2020
5928,60,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/27/2020
5929,60,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/03/2020
5930,60,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/10/2020
5931,60,Hotel K,Salvador (BH),1,263.41,263.41,09/17/2020
5932,60,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/24/2020
5936,60,Hotel AU,Recife (PE),3,312.83,938.49,10/22/2020
5937,60,Hotel BD,Natal (RN),1,242.88,242.88,10/29/2020
5942,60,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/03/2020
5950,60,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/28/2021
5951,60,Hotel K,Salvador (BH),1,263.41,263.41,02/04/2021
5957,60,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/18/2021
5958,60,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/25/2021
5959,60,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/01/2021
5972,60,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/01/2021
5980,60,Hotel A,Florianopolis (SC),2,313.02,626.04,08/26/2021
5982,60,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/09/2021
5983,60,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/16/2021
5986,60,Hotel AU,Recife (PE),3,312.83,938.49,10/07/2021
5991,60,Hotel BP,Brasilia (DF),2,247.62,495.24,11/11/2021
5993,60,Hotel Z,Aracaju (SE),2,208.04,416.08,11/25/2021
5996,60,Hotel K,Salvador (BH),1,263.41,263.41,12/16/2021
5998,60,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/30/2021
6001,60,Hotel BP,Brasilia (DF),1,247.62,247.62,01/20/2022
6003,60,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/03/2022
